Company,Job Title,Rating,Review
UnitedHealth Group,Provider Data Analyst,1,"What is the best part of working at the company?The best part is I work from home and they cover IVFWhat is the most stressful part about working at the company?The idke /lock time, quality goals, deadlines are all unrealistic and they micromanage you to the TWhat is the work environment and culture like at the company?Morale is super low everyone is overworked and stressed What is a typical day like for you at the company?Log on and work all day only leave desk for lunch/breaks.."
UnitedHealth Group,Case Manager,5,"Good company to work for, can be stressful at times but overall the work environment is positive. The patients have complex medical issues, but with the help of the interdisciplinary teams, helping patients is not a problem.  "
UnitedHealth Group,Billing Specialist,1,Trainer played music all day long while I was trying to learn and do test cases. It was frustrating to say the least. I resigned shortly after I started. 
UnitedHealth Group,Provider Advocate,5,"I love my job at UHC. My managers are very accepting and helpful with any questions that I may have, there is never a time that I have needed help and not recieved it"
UnitedHealth Group,Community Health Worker,1,They can say it's not a call center but that's a lie. They harp on you about productivity for calls no matter the position. There is not very much room for growth in my opinion. If you don't feel ready after training they don't care. If you make mistakes and are actively fixing them it doesn't matter. 
UnitedHealth Group,Advocate4Me Representative,5,What is the best part of working at the company?Benefits and using my education What is the most stressful part about working at the company?Back to back calls and metricsWhat is the work environment and culture like at the company?Work environment is call center and culture is for all people and racesWhat is a typical day like for you at the company?Busy and fulfilling with lots of special team members answering and educating the reps
UnitedHealth Group,Manager,4,Not a bad place to work. Depends on your department. Some departments have more freedom in work life balance than others do. Overall it was not a terrible experience working there.
UnitedHealth Group,Clinical Transformation Director,4,"The company offered a high degree of flexibility, a culture and value system that fully aligned with my personal values.  I felt a sense of belonging."
UnitedHealth Group,Triage Nurse,3,"Moved to call center style, work became less autonomous and more scripted and metrics driven. Members received so many calls from multiple overlapping departments so they were often upset to get another call."
UnitedHealth Group,Provider Service Representative,3,"To be blunt, I had a nervous breakdown doing this job. Provider Services. It was not the call center environment that bothered me. It was 13 years of telling people in excruciating pain their relief injections were denied. Telling the elderly they had a $6,000 bill they had to satisfy United's $10,000 deductible before any coverage would be ""Considered"" not covered, ""Considered"". If you have an emotional shield and things like that don't bother you, you will be fine in this position. My biggest issue was they were not willing to find me a new position, such as the claims department. Per ADA requirements they were, by law, required to find me another position. United Healthcare will find you a position that you are not qualified for and make you apply for it as if you were just walking in off the street. The only good thing I can say about the company is the work from home ability. "
UnitedHealth Group,Customer Service Representative,4,Great they really care about employees and one of the best places I’ve worked.  The phone calls were high volume but they train you so you can be prepared
UnitedHealth Group,Bilingual Broker Services Specialty,1,You interview 3 to 5 times to land a stressful and underpaid job. They used to subtract bathroom break from actual breaks.  Terribleexperience working there.
UnitedHealth Group,Enrollment Specialist,4,"What is the best part of working at the company?The people and benefits. I was able to work from home. What is the most stressful part about working at the company?Sometimes had to work long hours. It was a contract job, so not knowing if you will have a job.What is the work environment and culture like at the company?It was kind of hard working from home, not being able to bounce ideas off another co worker that is close by. Can message others and hope they will answer soon.What is a typical day like for you at the company?It was a call center,  so answering calls making sure you hit all your points,  in case the call gets graded. So you end up with a good scores.  Possibly get a bonus later depending on your scores."
UnitedHealth Group,Advocate4Me Representative,5,"I truly feel blessed to be able to work with such amazing and supportive people. Truly amazing caring individuals, sure there are a few not so great but literally over 90% of the workforce and the company's culture  I've interacted with has been just amazing, I've been with the company for one year and a half. Highly recommend this company for anyone who is looking for a solid career with advancement."
UnitedHealth Group,Case Manager,4,"Great work life balance, mangers could be better at communicating. Training and onboarding are great. I wish I would have never left but had personal issues. Great company "
UnitedHealth Group,Senior Community Care,1,"What is the best part of working at the company?Fair compensation for work completed.What is the most stressful part about working at the company?It often feels you are being micromanaged and dictated what to do and how to treat your patients.What is the work environment and culture like at the company?Deceitful, stressful from your own team and facilities.  Constantly needing to make certain orders given are correct and carried out."
UnitedHealth Group,Medical Technician / Clerk,2,"What is the best part of working at the company?The employees you work aside. Management is sneaky. Always looking for away to hold you back and cut your raises. What is the most stressful part about working at the company?Trying to find work ti do when medicine production is slow. They make is hard to check emails, then bother you about it when your behind.What is the work environment and culture like at the company?Hostile for none management Employees. What is a typical day like for you at the company?Fast when there's work to be done. Restless when there no work."
UnitedHealth Group,Network Contract Manager,1,Very high turnover rate. No respect for work/life balance. Company culture is a problem. The benefits are good. While compensation is good bonuses are not. 
UnitedHealth Group,LVN,5,Great place to work. Good work life balance.  They care about being inclusive. The encourage employees to take time off. There is constant growth in the company.
UnitedHealth Group,Remote Medicare Claims Processor,1,"What is the best part of working at the company?Benefits are great, but not worth the micromanagement and stress.  They could have offered me twice as much and I still would have quit.What is the most stressful part about working at the company?Micro management and ineffective managersWhat is the work environment and culture like at the company?Horrible.  They preach about honesty, but when you are honest, they accuse you of being aggressive and negative.What is a typical day like for you at the company?Disorganization, constant change in rules and expectations"
UnitedHealth Group,Electronic Data Manager,1,"Co-workers were great, but the company itself doesn't care about it's workers.  They are farming everything they possibility can to India and the Philippines.  No security for Americans."
UnitedHealth Group,Customer Service Advocate,2,"Working remotely at United Healthcare can be challenging due to communication barriers, limited support, and difficulties in maintaining work-life balance. The lack of in-person interaction can lead to feelings of isolation, and navigating complex systems without direct access to colleagues or management can be frustrating. Additionally, the high expectations and workload can feel overwhelming without the immediate support or camaraderie found in an office setting. Despite the flexibility of remote work, the lack of structured collaboration and feedback can hinder professional growth and job satisfaction."
UnitedHealth Group,Team Leader/Supervisor,4,Environment taught me quite a bit about working in utilization review.  Teammates and supervisors were supportive and communicated really well.  Everyone understood that we were there to help vulnerable perspns in need and did the best that they could within their respective rolws to support them.
UnitedHealth Group,RN Case Manager,5,"What is the best part of working at the company?They are an inclusive company and recognize the contributions of all its employees. There are many oppurtunities for advancement or to event change lanes  within the company with mentoring programs and advanced education oppurtunities available to all employees.What is the most stressful part about working at the company?Need to work to meet the metrics set by the company based on industry and government requirements. What is the work environment and culture like at the company?Very inclusive company. We do have offices around the world. Many work oppurtunities are work from home or a hybrid office work  and from home depending job reqirements.What is a typical day like for you at the company?I am a virtual outreach nurse. I outreach to members to work on medication adherence, health screenings and as a resource to try to help them navigate the healthcare landscape."
UnitedHealth Group,LCSW Therapist,4,Nice place to work with a wide variety of persons in need. Administration can be a little slow to respond to requests for items like desks and printers. IT dept is awesome and responsive.
UnitedHealth Group,Medical Assistant,4,They provide all the equipment they have great benefits they have great managers and staff. You just have to get into a good area and make sure it's an area that does not lay off easily
UnitedHealth Group,Claims Processor,4,"This a great company to work for if you’re looking for stable long term employment,  and an amazing benefits package.  They also offer the option of doing remote work for certain positions. "
UnitedHealth Group,Previsit care coordinator,4,This department is fairly new so it is very micro managed they also just laid some managers off and it’s always constant changes. I wouldn’t work in this department in the future
UnitedHealth Group,Sales Representative,5,"Love the team I work on, there’s a great culture and work environment. I spend most days talking with field agents selling Medicare advantage and PDP plans."
UnitedHealth Group,CSR - Customer Service Representative,3,Nice place to work from home not much more to say. Pay could be better alot of work with little compensation. PTO and time off is great no micro managing 
UnitedHealth Group,NP-C,3,The member visits aren’t scheduled in an order that makes sense so you spend a lot of time driving.  A lot of task you have to do on your own time …so you def will work much more than your commitment. Bonuses? Metrics are very hard to meet. Employee health insurance plan is terrible. I’ve never paid as much  out of pocket as I have since being with UHG. 
UnitedHealth Group, Associate,1,"Only work here if you like micromanaging, favoritism, high school cliques, not being treated like a person but  a work horse, doing the work of 2 people, overpriced food, no vending machines, equipment always breaking, quotas, no bonus or raises with the occasional downsizing and being treated like ""family"""
UnitedHealth Group,Customer Service Representative,4,"I really enjoyed my time at UHG. I was able to gain a ton of experience. The customers can be quite difficult and things can sometimes be unclear. Overall, I would recommend this company. "
UnitedHealth Group,Senior Customer Service Representative,2,"What is the best part of working at the company?You earn a paycheck every 2 weeks. What is the most stressful part about working at the company?You can expect to get fired for things that you can’t control. If the provider is not happy because they are not paying the claims it counts against your performance.What is the work environment and culture like at the company?Feels like a club and you’re not invitedWhat is a typical day like for you at the company?Trying to make people and especially providers that eventough we are not paying you for your services, waiting for months for someone to call you back or denying your clams for any made up reason, they are to be happy and give a 10 on the survey."
UnitedHealth Group,Advocate4Me Representative,5,"I truly feel blessed to be able to work with such amazing and supportive people. Truly amazing caring individuals, sure there are a few not so great but literally over 90% of the workforce and the company's culture  I've interacted with has been just amazing, I've been with the company for one year and a half. Highly recommend this company for anyone who is looking for a solid career with advancement."
UnitedHealth Group,QA Supervisor,3,"I don’t enjoyed my job, but it for sure was a corporation. They are here to make money.  I appreciated the structure, but disliked the lack of ability to move up in the company. "
UnitedHealth Group,Customer Service Agent,5,What is the best thing to work in the company? Training and encouragement and good atmosphere What is the most stressful of working in the company? The metrics and many supervisors are too much.That calls are answered. How is the environment and culture of work in the company? Well with a lot
UnitedHealth Group,Claims Processor,2,"The company advertises a very lucrative pay rate in job postings, but is not willing to actually pay on the higher end. We are expected to meet metrics, are given a pat on the back for doing so, but not compensated for it. We are paid so little that the high deductible insurance plan is really the only option and it’s nearly impossible to meet. You will receive invites to join the CEO’s “fireside chats” which is a complete insult to UNDERPAID employees. Maybe he should take a slight pay cut so that they could afford to pay their employees decent wages. I came to this company because they sold me a dream, but realistically destroyed me financially to the point where I can’t even leave. I wake up every morning dreading logging on to the computer because I know that my time is invaluable to them. Unless you’re a college student living in your moms basement keep searching, there are far better opportunities out there than this place. They should honestly be ashamed of themselves for being such a massive corporation, but not caring about their employees financial wellness. On a brighter note, coaches and supervisors are pretty supportive so you do have someone to hold your hand while you cry about how depressed the job has made you! "
UnitedHealth Group,Care Navigator,2,"I started working here in 2022 and it’s now 2024. My role at UHC has changed dramatically. They want you to be adaptable but they push your limits. We have so much on our plates as Care Navigators, it’s unreal. Moving to a different department is almost impossible. I’ve applied to over 20 jobs trying to get out of care navigation and always get shut down. Raises depend on work performance. They are very strict on metrics. They value quantity over quality. All they really care about is how many calls you make per hour. They don’t really care about what’s being talked about on the phone with your members. They have you work out of different dialers everyday, so you unfortunately fall behind on your tasks. I don’t recommend working here at all. I could go on and on.  It feels like the sunken place and I can’t get out."
UnitedHealth Group,Intern,3,Amazing people at UHG. The work environment is great. Every one supports one another and you make connections that will last you a lifetime. I would recommend the internship to a friend!
UnitedHealth Group,Senior Data Consultant,4,Many talented employees who are collaborative and professional.  Large company with many siloed departments navigating new infastructure.  Good leadership and access to technology. 
UnitedHealth Group,Application Delivery Owner,5,What is the best part of working at the company?Technology and innovation.  Benefits are also very good.What is the most stressful part about working at the company?Fear of job moving offshore.  A lot of IT jobs were being shifted to the global market.What is the work environment and culture like at the company?Very employee positive with deep concerns about employee wellbeing.
UnitedHealth Group,Retention Specialist,2,3 different businesses managers in less that 6 mths. Lack of communication. This job was fine at first then went downhill quickly. Wfh is the o Lu advantage 
UnitedHealth Group,Client Services Manager,1,"Lots of fluff and no real promises kept. Lots of layoffs. Not secure. Need new management practices to be in place and extensive training. Long hours, discrimination, and toxic environment. "
UnitedHealth Group,Clinical Recruiter,1,"What is the best part of working at the company?Nothing good about it. Huge company with no soul What is the most stressful part about working at the company?Knowing you are dispensable and wondering if you’ll have a job tomorrowWhat is the work environment and culture like at the company?Very politically correct and lots of people promoted into decision making positions that don’t belong there What is a typical day like for you at the company?Busy, depends upon what your job is"
UnitedHealth Group,Remote,5,"I would answer hundreds of calls a day as an advocate in Medicare and retirement. Had to know everything medical dental vision otc behavioral health hearing prescription benefits etc overall benefit knowledge. Check claims, do appeals, grievances. Work with all other departments to meet members needs. All while meeting metrics in many categories and aiming for good call reviews as the quarterly bonuses are based on those. Very active teams chat. Very strict on schedule adherence. Two 15 min breaks and a 30 min lunch. Good benefits. It is so hard to change positions that was my biggest complaint. "
UnitedHealth Group,Appeals and Grievance Coordinator,3,Work life balance is great. A lot of flexibility however the pay is horrible and management is always changing. Raises are horrible. CEO get bonuses. 
UnitedHealth Group,Care Coordinator,5,Great company caring co workers . Good management . I enjoyed  my time there working it was a good experience . The hours changed but the company overall was good 
UnitedHealth Group,Senior Pharmacy Care Technician ,1,I honestly hate this job. I know that sounds harsh. Having to call to question members on why they aren’t taking their medications is stressful and half the time they don’t want to speak to you because UHC has 3-5 other departments calling the same people asking the sane questions especially so by the time you call they’re annoyed.. I don’t blame them. All management cares about is numbers and metrics. If you don’t meet that then you’re punished by coming into the office. Yes this is a WFH position mainly but honestly I rather be back working any of my old jobs than working here. Overall if you like being on the phone snd bothering elderly people then maybe this job is for you but if you don’t stay clear from here. I wish I would’ve read the reviews before I accepted this position. Honestly hoping to be fired soon. I wake up everyday filled with stress and anxiety about this job. 
UnitedHealth Group,Administrative Assistant,3,"Management lacking, unrealistic metrics, micromanaging. Pay is very low compare to  other companies. Best thing about the company is the time off, insurance could be better "
UnitedHealth Group,Patient Care Advocate,4,There are Lots of calls sometimes  but management is good depending on who you’re assigned too. UHG is Very flexible and I Loved the work/life balance. 
UnitedHealth Group,Family Nurse Practitioner,5,What is the best part of working at the company?Independence and fair leadership What is the most stressful part about working at the company?None I never thought of working for United healthcare in the leastWhat is the work environment and culture like at the company?Inclusive and accepting  and make you feel part of the work familyWhat is a typical day like for you at the company?Working for United healthcare felt safe.As if they were truly concerned about you and your work life and future
UnitedHealth Group,House Calls Nurse Practitioner,1,"Management and corporate systems do not support or respect clinical providers. If a patient cancels, it’s the provider’s metrics (and compensation) that suffers.  The scheduling system is a robot with no understanding that human beings have to find parking, walk from the car to the patient apartment, have an occasional sip of water, and use the bathroom! There are no breaks. For instance you are expected to see 4 patients in 4 hours with over a hour driving in between patients. Charting (19 pages per patient) is done on your own time. Ordering supplies also is done on your own time. Calling patients the day before your visit is (wait for it) done on your own time. Managers are incompetent and MEAN; they tell you to read the policy versus being collegial and having a conversation. And there are hundreds of policies that change constantly… Training is basically nonexistent. You teach yourself everything and of course on your own time.  IT is not based in this hemisphere, so you can expect return calls at 3am, and you are expected to take these calls. So you are on your own unless your manager gets in trouble for some breach in protocol, then you will get verbally reprimanded. And reprimands are the only actual contact you have with anyone in the company—you have no coworkers, there is no HR, and forget about administrative  staff. It’s all you. The patients are mostly OK.  But any interaction with the company will be negative and it will ruin your day. "
UnitedHealth Group,Patient Care Coordinator,1,"What is the best part of working at the company?When I quit. The only part I liked was the supervisor I worked under.What is the most stressful part about working at the company?Being lied to constantly and the mandatory overtime for an entire yearWhat is the work environment and culture like at the company?Hostile some days, favortism, lack of advancement to opportunities as promised.What is a typical day like for you at the company?100% of my schedule was spent on the phones assisting customers. Spearheaded some projects."
UnitedHealth Group,Biological Sales Rep,3,"Senior leadership would not take action on operational short comings and to see patients being hospitalized because of the ineptitude of the reauthorization process and incredible lack of accountability was and ignored by senior leadership.  The response was ""I don't want to hear excuses or the issues with our operational short comings."""
ExxonMobil,Assistant Manager,4,"great place to work, good pay, friendly teams. but that was a long time ago I dont know what its like now."
ExxonMobil,Intern,3,"smart colleagues, never ending learning here. However depending on your luck you might be spending a big chunk of your time to work on something useless (usually required by the site you're supporting // some managers to help to survive the yearly assessment( "
ExxonMobil,Process Technician,1,Workplace culture is very toxic. I ended up on anxiety meds 7months in. Poor work/life balance. Overtime is the only way to make above average money. Overall I think it can be a good company to work at if you end up in the right unit around the right people.
ExxonMobil,Manufacturing Process Engineer,4,Great place to learn as a beginner. Salary is not competitive. Performance assessment is relative and leads to cutthroat corporate culture. Management is not the best
ExxonMobil,Operator,2,Good place to start a career. Easy place to work with supervisors telling you what to do and when to do and how to do it. No Chance of making a mistake that way!
ExxonMobil,Analyst,3,Good company great management friendly staff a good place to learn nd grown. Lots of ad hoc outside work employees engagementGenerally good place to work 
ExxonMobil,Engineer,3,"Treat you good if you know the game. Demoralizing for others. Everyone wants to quit. We all like our team but feel like upper management is lost. If you keep positive morale, it is fine."
ExxonMobil,Business Analyst,5,"Pros: Company to retire with, good work culture and flexibility. Cons:Career transition takes time. Depends on team and manager. Overall good to work with "
ExxonMobil,Chef opérateur,3,"Very open career development, comfortable salary but a direction which does not know how to communicate and which shows that it has little respect for its employees.Damage."
ExxonMobil,Planner,4,Great company to work for. Excellent pay and benefits. Management is a bit on the micromanager side at times.                                                        
ExxonMobil,Advanced Reservoir Engineer,1,No process established for controlling supervisor powers over employees careers. One bad supervisor could change your career path for next 5 years……..
ExxonMobil,Cashier,5,"Working as a cashier at Exxon gas station was a rewarding experience. I enjoyed interacting with a diverse range of customers, developing my communication and problem-solving skills. It was fast-paced and required me to stay organized and attentive, which helped me improve my multitasking abilities. I also appreciated the opportunity to learn about managing transactions and handling financial responsibilities. The role gave me a sense of accountability and helped me develop a strong work ethic, both of which are valuable skills I’ll carry forward in future positions."
ExxonMobil,Mine Equipment Reliability Engineer / Shovels,1,Management is no good. people are lost. Performance review system is not fair.laid off many employees during covidno job stability. Site employees are gangs
ExxonMobil,Engineer,2,Relationship dynamics is unbalanced. Everyone is not treated fairly and equally. Management and Ops are too empowered to determine your fate in the company.  People skills are more important than technical skill in the company.
ExxonMobil,Senior System Analyst,3,"You can find out more about your ExxonMobil Healthcare, Pension and 401K benefits if you Google ""AT&T The Retirement Group"". There are many interesting articles. "
ExxonMobil,Engineer,2,"Great entry pay for campus new hires and abundant opportunities to learn/develop skills in first few years but technical careers have a quick decline at ~5 years in.  The trend of role consolidations and off shoring for the past 5 years or so has led to excessive work hours being demanded in exchange for fewer and fewer opportunities to advance. You have more ""base"" work than ever but with the performance ranking system, you have to work more hours to out-compete your peers and stay employed/advancing. If you get sick, injured, have a death or birth in the family - expect your rank to fall. There is no grace. Your output will still be compared to peers that were there year round. And management may say increased workload is temporary but if you pull it off (which you must if you want a raise/opportunity the next year) then you're proving that it's possible for one person to do the work and they'll leave it that way until someone in the role reaches their breaking point, their rank falls, they quit/are let go, and THEN management will split it back into two roles. Again, if you're young, healthy & want to save/learn a lot - work here. If you're an experienced hire, you'll see discrimination (jobs I've had frequently ""required"" twice the number of years from external companies before hiring teams deemed someone qualified). Either way, go in with an exit strategy. Three years= vested in 401k, 5 years= vested in pension. "
ExxonMobil,Laboratory Technician,5,"Ok place. Good experience, they provide lots of opportunities that are good for building your resume. Unfortunately there is not much room for growth within the company in the Kansas City area. "
ExxonMobil,Geoscience Intern,4,"They are a big dog for a reason with excellent people and practices, but I can see how the culture is viewed as stressful. If location was not a factor I would have been eager to receive a return offer"
ExxonMobil,Sales Associate,1,"weird staff, coworkers was instigating, and trouble makers. managers was jealous and envious of everyone. overall i give it a 4/10. other than that the customers was pretty cool it’s just the staff that makes it hard for you to want to come to work"
ExxonMobil,Manager,5,What is the best part of working at the company?challenging work environment.everything is so organizedWhat is the most stressful part about working at the company?when customer is not satisfied with the serviceWhat is the work environment and culture like at the company?very friendly and challenging up selling What is a typical day like for you at the company?when customer is not satisfied about my service
ExxonMobil,Full Stack Developer,3,"- Slow carreer path to achieve. It takes more than 2 years to change your position inside the company.- High job rotation rate, it is obligated to change the department after 2 years.- Unfair job evaluation and payment. The company doesn't share accordainly their profit made which maintain at one salary only per year.- Small percentage of managers are really fighting for your position at the company, for the others your just a number."
ExxonMobil,Assistant Manager,4,"great place to work, good pay, friendly teams. but that was a long time ago I dont know what its like now."
ExxonMobil,Pipeline O&M Tech,3,What is the best part of working at the company?Working days.. working independently What is the most stressful part about working at the company?New supervisors with no experience and micromanage What is the work environment and culture like at the company?Depending on what department.. there's some racism and no equal opportunity.. You need to be brown nose employee to get raises.. I didn't make the cut What is a typical day like for you at the company?For pipeliner... there are no structures.. doing guess work everyday..
ExxonMobil,Sales Representative,3,"Management is 'okay' however it's a fast pacing, you'll need to adapt to different situations that might occur on the job considering you're dealing with customers from different walks of life. Made great friends, a typical day is experiencing a drive off once or twice."
ExxonMobil,Manager,3,"ExxonMobil is okay, but there are better companies to work for. I was not satisfied, so I found a better opportunity. The evaluation system is a forced ranked system that translates into compensation. "
ExxonMobil,Cashier.cook.order.managar,5,Open early morning  Start breakfast Then later convert to lunchDo ordering on certain day Very nice company  to work for. I learned to been on time.the hardest part is when the next shift doesn't show up and for the most part friendly  co.workers
ExxonMobil,Geophysicist,1,"It use to be a Great place  to work. A lot of collaboration, geological fieldtrip. If you are interested in working for a very large employer, with lots of resources, a global footprint, and potentially many opportunities to do different things with your career, ExxonMobil is a great choice. "
ExxonMobil,Consultant,1,"What is the best part of working at the company?At Exxon contractors are treated like the hired help, your view or perspective is not espectedWhat is the most stressful part about working at the company?The Management sucks, absolutely not respectful of workers who constantly blamed for anything that goes wrong. Management is most insincere and can't be trustedWhat is the work environment and culture like at the company?Work enviornment is negative, there is not team work, you are not valued as a partner or employeeWhat is a typical day like for you at the company?Typical day begins with stress and gets worse from there"
ExxonMobil,Shift Manager,3,"Farmington Exxon is like a mini family. With that comes emotional support and shared personal conversations and experiences. Like a family, though, squabbling does happen and every day is different. The work isn't hard and expectations are pretty low. Come to work(on time), do your basic duties and make the customers happy. If you do all of these things, you're golden. It's an overall easy job, it's just hard to get a good schedule."
ExxonMobil,Financial Analyst,4,Great place to work at especially t the beginning of your career. Will definitely teach you many things including networking.Many learning resources are available.
ExxonMobil,Executive ,2,"It is a great place if you are early in ur career, but it starts to become a bit stale as you get into a more senior role. Not much project goin on, too much emphasis on cutting cost "
ExxonMobil,Logistics Specialist,2,"Doesn't ever promote within. Management plays favorites a lot. Employees that work hard and pays attention to details, are taken advantage of.               "
ExxonMobil,Contractor,4,good place to work. good bonus and salary. safety is their number one  priority.good place to start your career as oil and gas.but tiring and work under hot sun
ExxonMobil,Operations Manager,5,Fast paced job environment that made the day go by quick with lots to do and a lot of customers to talk & grow relationships with. Would definitely recommend for anyone with energy and a positive attitude looking for new experiences.
ExxonMobil,Chemical Engineer,5,Amazing work environment. Was so good and helpful everybody was amazing and loved the subway sandwiches that came with a deee Diet Coke. Was insane bruh 
ExxonMobil,Cook/Prep,5,What is the best part of working at the company?Good environment . Good business to work for. Nice people.What is the most stressful part about working at the company?Very busy. Not enough workers. Really doing 3 peoples job’s.What is the work environment and culture like at the company?Okay just need more team cooperation.What is a typical day like for you at the company?Just got used to doing the same thing every day
ExxonMobil,Supervisor,2,This is an excellent place to work if you are looking for a dependable employer. Personal satisfaction will need to be found elsewhere. You may be placed in a role that fits the company’s best interest but your personal interest and fulfillment may need to take a backseat. 
ExxonMobil,Cashier,3,"What is the best part of working at the company?Laid back attitude with room to learn new skills.What is the most stressful part about working at the company?Doing your job when workers from another shift leave their work incomplete for you to finish.What is the work environment and culture like at the company?Many young people employed there without much respect for managers and other employees. They feel entitled to get paid without completing their daily job functions.What is a typical day like for you at the company?Ringing up customers for food items, tobacco products and alcohol while checking ID for proper age. Ringing up NC Lottery and balancing at end of shift, keeping coffee bar clean and stocked with coffee pots always full. Made sure the refrigerators were in order with each item in the correct place and facing forward. Kept shelves dusted, floor washed and bathroom clean at every shift."
ExxonMobil,DevOps/Cloud Engineer,5,Nice place at work. Easy to commute. Nice people. In heart of bangkok city. I worked there four years and it was really fun working in exxonmobil. Many international people
ExxonMobil,Process Specialist,5,Go to work and go home. The level of ignorance is at an all high always walking on egg shells and management always out to get you. Your not looked at to advance if you not one of the buddies 
ExxonMobil,Senior Procurement Associate,5,"A large company, form in a balance between the result and controls.A visionary company, in its DNA is the optimization of processes, diversity and inclusion"
ExxonMobil,Intern,4,Super fun and amazing people. I thoroughly enjoyed my time working there but a lot of the workers work long hours and stay after five. Everyone is very supportive tho 
ExxonMobil,Assistant Manager,4,"great place to work, good pay, friendly teams. but that was a long time ago I dont know what its like now."
ExxonMobil,Sr. Systems Architect sap,5,"I have enought time to think the better solution without preassure. It is easy to talk with business area  and there is a kind of mix of business and IT, allowing us to work together."
ExxonMobil,Team Member/Cashier,1,"Need to be doing something even if there is nothing to do and there are no customers, no lunch break expected to eat on the clock and stop if a customer walks in supposed to drop everything off a customer walks in."
ExxonMobil,Cashier/Customer Service,5,"Amazing work place, worked here for over a year & loved it. Love the people and the customers that come in! Highly recommend it to anyone thinking about joining."
ExxonMobil,Technical Security Specialist/Project Engineer,4,What is the best part of working at the company?It is an interesting place to work What is the most stressful part about working at the company?Expectations are high to meet global standardsWhat is the work environment and culture like at the company?The culture there is about learning and more learningWhat is a typical day like for you at the company?There is always a new challenge to contend with everyday
ExxonMobil,Marketing Manager,5,It was quite the elevated experience and i learned a lot from my time at this company. I would go back and would rate it 5 stars across the board. Really great.
ExxonMobil,Cashier,5,I learned a lot working there I loved working with most of them my manager was a great person to work under I love my job I was a cashier and stocker I made order I put up trucks I cleaned I was called the coffee queen I got along with my customer's All the bosses was wonderful people I'm grateful to have worked with them 
ExxonMobil,Operations Supervisor,3,Pay and benefits are decent.  Ethical standards for the work environment are not enforced by HR. Especially when it comes to the respect of peers and subordinates.  The professional environment is going downhill.
ExxonMobil,Gas Station Attendant/ Cashier,1,Come to work do your job and go home. Nothing special to write home about. This place has changed owners several times since 2015 when I left. Management when I started in 2012 was a lot better and a fun environment for everyone.
ExxonMobil,SAP Requisition/Procurement,3,7:30 work until 4 pm. Sit in your office for lunch. The older you get the more scrutiny you receive. They lay off or fire their older employees before they can retire. 
ExxonMobil,Cashier/Sales Associate/Customer Service,5,I enjoyed my time working at Exxon I enjoyed making my customers feel happy and greatful to have come across  wonderful people. The job was very easy really didn’t have any problems at exxon
ExxonMobil,Cahsier,5,I worked here part time as a student to earn some extra money on the side. The job was not too demanding and I was able to work on assignments at the same time.
ExxonMobil,Controller,4,They give many opportunities for labor growth and flexibility.Payment is good but it could improve.The bad thing is that if or if you have to go to the office three times a week.
ExxonMobil,Intern,4,The work culture is nice. Exhaustive travel is required as part of your work. A good command over communication skills is required to work in this company.
ExxonMobil,Operator,1,Terrible management hostile work environment they want you to be a sheep for them and do what they say or you will be fired and don’t make any mistakes or you will be fired your just a number there
ExxonMobil,Customer Service Representative,3,The company is not offering good work life balance and the paying is not on time.Manager scheduling own shift at convenience and the putting other employees whatever suits
ExxonMobil,Cashier,3,I worked there for 2 years. Barely missed a day. Was always on time. Got a .75 cent raise after 1 year. Then he raised everyone pay to 8 dollars and mine stayed 8. 
ExxonMobil,Construction Supervisor,5,What is the best part of working at the company?Safety is paramount in all we do.What is the most stressful part about working at the company?Restarting the plant upon unscheduled and vented plant shutdownWhat is the work environment and culture like at the company?Follow procedures and ensure work authorization is approved before commencing any task.What is a typical day like for you at the company?A typical day at work is always very busy ranging from planned tasks to sheduled meetings.
ExxonMobil,Maintenace/Project Coordinator ,5,"What is the best part of working at the company?The best part of working at the company is on the part of flawless operation and ""Zero"" tolerance to accidents. Safety is paramount in all we do. Accident do not just happen, they are caused. We follow processes and procedures to ensure we get it all rigtht at first time. This way, we eliminate reworks, maintain high quality with planned cost and within schedule. What is the most stressful part about working at the company?Materials sourcing often cause delays on the job. This stage determines when the project will actually start. A lot of follow-up is requaired. The equipment most times remain unvailable until the right parts/materials are received. For many automated instrumentations, we  may resort into physical surveillance, mitigations and manual interventions to keep the plant running.    What is the work environment and culture like at the company?Safety First in all we do. Follow procedures always. We work as a team always. We encourage team collaboration to solve problems.  What is a typical day like for you at the company?We always plan our job/task for the next day. However, we are often prepared for unscheduled/unplanned or break-in activities. Especially when it bothers on personnel / facility safety. That keeps us very busy through out the day."
ExxonMobil,Lab Technician,5,"Analyzing samples every two hours for a 12 hours shift. Management is professional, diversity workplace.Working night shifts. Lots of breaks and food. Good health care, pays well."
ExxonMobil,Instrumentation Technician,5,"What is the best part of working at the company?Safety awareness, hazard identification and control, What is the most stressful part about working at the company?Working reporting, performance appraisal What is the work environment and culture like at the company?Open, free, fair and disciplinedWhat is a typical day like for you at the company?Job planning, execution, work site clean up, identify improvement opportunity and reporting"
ExxonMobil,Assistant Manager,4,"great place to work, good pay, friendly teams. but that was a long time ago I dont know what its like now."
ExxonMobil,Engineer,3,"Spent many years working at this company and held many different roles.  Work life balance is non-existent, pay is good but be willing to have no personal life if you want to move up.  If you encounter one bad manager be prepared that your whole career and all the many years you’ve worked hard can be gone down the drain.  Network, work hard, and hope for the best."
